lat,lon,univ_research_count_5000m
22.9556779,113.4220234,0
22.9755144,88.5297408,5
22.983551,120.2073511,3
22.9879358,88.4481439,3
22.990591,88.4480648,3
22.9912348,120.184982,3
22.9921256,120.1852496,3
22.9964948,87.6855882,0
22.99827,120.25339,3
22.9990116,120.2162155,3
23.0054188,113.2494952,3
23.0183568,113.7452332,2
23.0215374,72.5800568,9
23.0417332,113.3873582,4
23.0446534,-81.6022989,4
23.0447155,113.3631733,3
23.0452171,113.9798709,1
23.0513707,-82.4159767,26
23.066779,120.2980078,1
23.0763975,113.2220879,6
23.0783852,113.4235103,1
23.0798031,114.4686643,1
23.0927249,113.273233,13
23.093838,77.5114296,0
23.097913,72.6247601,1
23.0996034,113.2923509,16
23.1008043,113.2920463,16
23.1058672,72.5937454,0
23.1060631,113.2768839,17
23.1226343,83.1981886,0
23.1228205,113.3158933,30
23.1274271,113.2887278,23
23.1283839,72.544473,1
23.1288429,113.2589581,20
23.1357694,113.1982688,1
23.136542,113.3357146,24
23.1425996,113.0485761,6
23.142627,113.3394155,24
23.1430189,113.3386042,24
23.1433252,113.3989315,8
23.1478516,113.2328855,7
23.1526233,113.2522641,12
23.1563544,72.6652774,5
23.1575943,113.3337064,26
23.160342,113.3372426,26
23.1612069,113.3481027,23
23.1665256,89.2094419,1
23.1784108,113.3513314,21
23.1827663,108.2826259,4
23.185204,77.450875,3
23.188408,72.6279691,9
23.1899352,113.3296269,8
23.2035952,113.2860581,5
23.2127589,72.6847766,5
23.2132841,90.3481247,1
23.2335177,77.4325731,3
23.2584857,77.401989,2
23.2615383,77.4521821,0
23.278851,113.2119053,0
23.3088155,77.3615899,1
23.3341986,113.2210791,0
23.3524549,85.345645,5
23.3944452,113.489243,0
23.3970868,103.3622458,0
23.412574,85.4419824,2
23.4163248,116.6290685,2
23.4462522,113.4855144,0
23.4609839,91.1812216,0
23.46779,120.48394,3
23.5350475,87.3380425,2
23.5486963,87.2910571,1
23.553156,116.3680354,0
23.5629482,120.4751218,2
23.5748127,119.5830788,1
23.5979277,90.6195584,0
23.6024618,72.3810766,1
23.6123628,58.5938134,0
23.6352546,113.6748913,1
23.656593,116.6204223,3
23.6962805,120.5334886,2
23.7010171,120.4325781,2
23.7155238,86.9510664,0
23.7277631,92.7179947,1
23.7316827,90.3968231,71
23.7357935,92.6645375,1
23.7421479,90.3837408,74
23.7525743,90.3873861,71
23.7548752,90.3894232,70
23.7616428,90.3674589,65
23.7643863,90.3890144,72
23.7733146,90.424371,28
23.7784275,90.3800503,62
23.7933226,90.4037637,31
23.7952809,86.4309638,1
23.7963801,90.4173667,22
23.7989022,90.4495995,16
23.8119187,90.3571516,19
23.8143419,77.5340719,0
23.8148779,86.4425786,1
23.815387,90.4261059,16
23.8155062,90.42769,16
23.8220479,90.4274078,14
23.8305204,90.4444765,9
23.8312377,91.2823821,0
23.868919,121.5108113,0
23.8881479,106.6607247,1
23.9053605,106.6148824,2
23.933508,120.6663459,1
23.9478408,90.3793654,6
23.9513995,120.9298161,1
23.9966696,32.8602255,1
23.9997166,90.4184036,3
24.0068082,89.2448341,5
24.0462096,120.6860308,1
24.0687658,120.714492,2
24.0811381,120.558696,1
24.089019,38.0687076,2
24.1452469,120.7300972,2
24.1564155,120.6797558,13
24.163162,120.6478282,14
24.1745993,88.2721335,0
24.1800576,120.6483389,11
24.1971844,55.6805834,2
24.2248697,55.7452211,2
24.2394169,55.7408993,1
24.2738513,89.9375911,0
24.298679,56.7815794,1
24.3105845,109.3833252,0
24.3270325,54.5307517,0
24.3419881,56.7298385,0
24.3665244,54.5647253,2
24.3742327,88.6097252,19
24.3877607,88.599941,18
24.3949019,54.5836922,3
24.4399419,118.0930178,1
24.4479513,54.3955267,2
24.4538352,54.3774014,2
24.4769288,90.2934413,0
24.4801069,118.0853479,1
24.4835411,39.5591049,4
24.4955578,54.3642141,2
24.52289,118.089976,2
24.523789,54.4347607,5
24.5455495,120.8121027,2
24.5827448,118.0897804,7
24.6000742,118.0823677,8
24.6285432,89.0376862,0
24.638916,46.7160104,2
24.7167865,46.64404,2
24.7248229,46.6233911,2
24.7337639,118.6439351,1
24.7346126,46.6982246,6
24.7358854,91.6852476,0
24.7441619,56.4598209,0
24.7519538,121.7533344,3
24.755222,92.7874485,1
24.7826068,120.9956004,7
24.7846818,121.0020084,7
24.7867677,120.9972441,8
24.7916987,120.9924295,8
24.8066333,120.9686833,6
24.8198575,121.0272732,4
24.830125,67.2937025,1
24.8314984,93.9125767,3
24.8324,105.054,0
24.839682,121.0040779,6
24.8546842,67.0207055,46
24.8551003,102.8553417,9
24.8552171,102.8553624,9
24.8616782,120.9872213,3
24.8775853,121.268936,1
24.8928039,67.082938,42
24.9200204,91.8314022,3
24.9222796,89.349018,3
24.9255866,89.9436684,2
24.932737,67.1102796,38
24.9383675,118.5854142,2
24.9499254,121.2119742,3
24.9571129,121.2425529,3
24.9623612,121.2101462,3
24.9684403,121.1915503,3
24.9686131,121.2675487,4
24.9806489,121.6916392,1
24.992517,121.337767,2
24.9929995,121.3010003,3
24.9984837,121.287784,2
25.0168175,121.5384571,6
25.0266,121.52973,7
25.0278327,102.7221516,13
25.0283562,121.5168388,7
25.0313378,74.6365199,0
25.0325563,117.0188384,1
25.0338385,121.389774,5
25.0375198,121.5636796,6
25.0399353,102.7169061,15
25.0415038,121.4208717,7
25.0420743,121.614046,3
25.0430636,121.5346877,7
25.052153,121.467224,5
25.0526408,121.444634,5
25.0529979,121.6070593,2
25.0532646,121.4395522,5
25.0545779,121.6065999,2
25.0604744,121.3707965,4
25.0742823,55.1885387,20
25.0742823,55.1885624,20
25.081459,121.47805,4
25.08637,121.4795473,4
25.11356,121.53718,3
25.1314886,121.7494319,3
25.1452023,75.8625405,3
25.1672903,85.5502398,0
25.1737019,75.8574194,0
25.1743883,80.8691307,2
25.1901863,118.338717,0
25.2085739,55.2703292,0
25.2494829,86.9828131,1
25.2621544,82.9925896,52
25.2629644,82.9906527,52
25.2691848,55.6934811,0
25.2779894,110.2910622,15
25.2787184,74.6209409,0
25.2827818,110.2942408,15
25.2878292,55.478969,5
25.3108807,51.5081812,0
25.3180905,51.4364442,10
25.3456162,85.4539328,0
25.3610717,74.6393269,0
25.3719714,51.4879579,4
25.4127618,55.5063537,3
25.4133027,81.8488503,3
25.4147357,56.2313667,0
25.4175518,68.2670603,4
25.4297172,68.2817288,4
25.4381302,81.8338005,9
25.4924552,81.8638651,8
25.5424381,84.8516072,1
25.6074778,100.2651597,0
25.6093239,85.1235252,7
25.6105361,91.9480803,2
25.611817,91.8996623,2
25.6260712,88.6346228,0
25.6609103,-80.3252114,0
25.6802019,-100.315258,24
25.703866,115.348216,0
25.7172725,-80.2787069,0
25.7206458,-100.3466849,11
25.7479647,-100.305144,10
25.7553898,-80.3762833,3
25.7569808,89.241459,2
25.7733598,113.0094337,1
25.7741566,-80.1935973,3
25.7870108,88.8873619,0
25.7885332,-80.2140065,3
25.7888824,55.993868,2
25.7967065,82.4888992,0
25.840329,109.0400729,0
25.8902767,45.3562394,0
25.8958142,-97.4881916,6
25.9672332,119.6419367,0
26.04835,50.5149852,1
26.0614068,119.1933416,11
26.0735723,119.1822803,9
26.0774954,119.2918215,10
26.0908582,43.9864354,0
26.1223084,-80.1433786,3
26.131008,84.3910745,0
26.1328626,74.0775919,0
26.1534107,91.6657647,5
26.1924788,91.6946357,4
26.2037247,78.1573628,2
26.2302669,78.2071718,2
26.2378597,-80.1247667,1
26.2408267,32.9084243,0
26.2430103,85.6505849,0
26.2545887,105.9436995,1
26.2713865,73.0333348,2
26.2966528,50.1202146,0
26.3039999,50.1960237,0
26.3056577,50.1513016,0
26.3223696,89.4592445,0
26.3286075,86.3205766,0
26.331667,43.971667,0
26.346274,81.6252039,0
26.3976642,50.1829781,8
26.4045941,82.6065154,0
26.4063103,75.8600789,1
26.4367824,50.1039991,1
26.4495922,106.654026,4
26.4609135,80.3217588,1
26.4635198,80.246895,4
26.4636478,-81.7747246,3
26.4691,74.639,0
26.4912104,90.1215209,0
26.5001306,80.2860199,4
26.504444,102.6314476,0
26.513188,80.2364843,4
26.5479119,88.6991651,4
26.5878031,106.7086936,3
26.6059746,84.9334705,1
26.6229928,92.7976082,0
26.6262805,88.7334485,0
26.6276045,75.0288021,1
26.7164127,88.4309916,0
26.7314167,83.4373347,2
26.7329398,88.3861399,4
26.7463142,94.2486328,0
26.7600217,83.3668129,0
26.769431,80.9255902,3
26.7807986,82.1486589,0
26.7910651,80.6964564,0
26.7990707,82.2052321,0
26.8381,80.9346001,5
26.8427365,112.6544726,4
26.8429063,75.5654289,2
26.8835001,112.5111841,4
26.884814,112.6796025,3
26.888806,81.0589045,3
26.8971308,112.5666191,9
26.9154576,75.8189817,6
26.9164527,80.9414473,4
26.9290638,81.11036,1
26.9421406,81.3856087,0
26.9443424,110.9631102,0
26.9586164,81.0000896,0
27.0364864,14.4290398,11
27.0418324,93.4639568,0
27.049812,113.55087,0
27.0791748,93.6232415,0
27.1277793,93.7470404,10
27.1303344,80.859666,0
27.1826442,88.5022889,0
27.2279653,78.01349,1
27.265583,56.4400292,1
27.3051271,88.3644723,0
27.3316219,120.2081227,0
27.419618,-80.3598103,0
27.4846619,-109.9337782,15
27.4955539,77.6855554,0
27.5158689,-97.856109,0
27.637138,85.3334312,3
27.6662087,111.7487063,0
27.681864,112.626292,0
27.6889592,85.2899319,12
27.711048,106.9111602,3
27.7256127,68.8191099,2
27.7430194,112.0003852,2
27.7467205,111.967071,2
27.8000135,66.6166537,1
27.8212371,113.0858849,1
27.8235839,113.1036921,1
27.830618,113.1283685,3
27.8424851,113.0618235,1
27.8458993,102.124224,0
27.8761073,78.1358153,0
27.8832,112.8761621,4
27.8867266,112.8569843,3
27.9018033,112.9167971,1
27.9154542,78.0758855,2
27.9237043,120.6520972,7
27.9449854,-82.4583107,4
27.952938,108.584018,0
27.9918962,-82.5218088,1
27.9921616,76.3856561,1
27.9946969,-80.6366144,1
27.9963899,120.695345,4
28.0,116.0,0
28.0116361,104.6775128,0
28.0120905,120.6690854,4
28.0159286,73.3171367,0
28.042276,76.5132414,0
28.0510439,81.6162513,0
28.0599426,77.3223422,0
28.064271,-80.623004,2
28.0705674,113.0029417,2
28.0785034,-80.6077908,2
28.1077816,30.7452561,2
28.1118348,-15.4247743,6
28.121004,-15.4447095,4
28.1450774,113.2384362,0
28.1477054,-81.8487852,1
28.1578368,112.9322974,20
28.1676736,112.9904154,28
28.1794677,112.9403122,32
28.1795437,112.9403194,32
28.1797237,112.9413209,32
28.1909652,112.9450813,33
28.1963936,112.8594186,6
28.2001495,112.9717183,35
28.2290273,112.9949229,7
28.2918995,-81.4075838,1
28.3173612,76.9155534,4
28.330831,-80.7349162,0
28.3622661,75.6042342,2
28.3727499,77.31177,1
28.4031478,77.3105561,2
28.4225413,70.3034237,0
28.4226598,77.5257227,1
28.4270823,77.1572438,0
28.4328084,45.9627527,0
28.4582821,117.9381305,2
28.4622332,36.5016517,2
28.4670734,77.5137649,3
28.4704064,119.9184297,2
28.4734073,77.4829339,2
28.5242283,77.5225727,1
28.539116,77.2642672,4
28.5406742,-81.2810971,1
28.5421218,-81.379045,1
28.5495384,77.2675585,3
28.5584903,77.2811647,1
28.5673145,77.2101813,5
28.5706333,77.3272147,16
28.5786627,77.1648102,4
28.5788616,77.1624493,4
28.58689,104.718661,0
28.599591,-81.1971284,0
28.6138954,77.2090057,5
28.6223066,77.2394313,4
28.6295406,77.3725048,0
28.6337977,77.4458036,0
28.6472124,116.0348483,8
28.6581723,121.4163876,2
28.687547,115.8540042,10
28.6881517,77.2148081,23
28.7092586,78.8555288,0
28.7469821,115.864259,13
28.7749966,77.4586967,0
28.8138867,77.1325636,2
28.8359453,77.5776539,0
28.8435819,77.5671871,0
28.8796553,78.8095335,0
28.88011,105.424795,3
28.9010899,76.5801935,1
28.9580857,77.6346614,1
28.9963296,77.7061915,1
29.028405,79.4832094,2
29.0819499,31.1007624,2
29.094617,75.9648584,0
29.1080344,119.6486487,4
29.136745,119.6376144,3
29.1537747,75.7269172,2
29.1700635,48.1019208,3
29.2519577,115.8274838,1
29.2924528,120.2372669,1
29.3134832,47.8945335,2
29.3152073,76.314082,0
29.3242182,47.7882125,1
29.3326123,117.3107771,1
29.3384276,113.1416781,2
29.3664699,47.9642761,3
29.3872254,-94.992736,0
29.3913927,71.6711504,15
29.4246002,-98.4951405,5
29.4278841,-98.7988963,1
29.436889,-98.3826062,0
29.4441204,-98.6136109,2
29.4490826,55.6723771,5
29.4644185,60.8564513,20
29.4903148,106.5672875,6
29.5074538,-95.0949303,1
29.5087469,106.5785766,6
29.5319556,106.603428,5
29.5444572,103.7307771,1
29.5656729,106.5479189,2
29.5698046,106.5277494,3
29.5699522,106.4596103,7
29.571858,57.301047,0
29.5837398,52.5800434,12
29.6060218,52.5378041,26
29.6317233,52.519656,26
29.6411884,-82.3562296,3
29.6494974,52.5122319,23
29.6590999,94.3574028,1
29.7105439,-95.3958079,17
29.7167915,-95.4047811,16
29.717603,-82.9617625,0
29.7207902,-95.3440627,4
29.7589382,-95.3676974,5
29.8022654,121.5535051,4
29.8232372,106.4195884,4
29.8622194,121.6203873,2
29.8661656,77.8957348,3
29.8693496,77.8902124,3
29.8910885,-97.9376214,2
29.8944989,121.8168843,10
29.9091815,121.6334863,7
29.9139206,121.6077037,7
29.9392024,121.8373241,0
29.9457523,76.8160287,2
29.9582628,76.8156304,2
29.9838213,75.081768,0
29.9849351,40.2153172,1
29.9873344,122.2030363,2
30.0035478,31.1969415,8
30.0249752,31.2114435,13
30.026812,31.2059186,13
30.0270854,31.4917417,3
30.0277688,31.4756825,3
30.0283526,-90.0668428,5
30.0388947,-94.0758929,0
30.0443879,31.2357257,15
30.0451256,31.2648207,12
30.047992,-94.3357433,0
30.05518,107.8748712,0
30.0626867,31.2464846,13
30.0754657,31.2904114,7
30.0878062,119.8848449,3
30.0960955,-95.9870007,1
30.1086537,78.2916193,0
30.1187457,31.6106136,1
30.122587,70.7548433,0
30.145883,9.6959801,0
30.152753,31.4297416,2
30.1793836,-93.2122725,0
30.1916268,67.0007561,4
30.1942109,75.6798604,1
30.197838,71.4719683,53
30.2024971,115.0334144,1
30.2117256,-92.0195772,1
30.2181873,-97.7212354,1
30.2238064,78.7879045,4
30.2310563,120.0364832,7
30.2489634,120.2052342,3
30.2604657,-81.4447941,1
30.2623935,-97.7934026,2
30.2680182,77.9961185,2
30.2705258,-97.7507142,5
30.2711286,-97.7436995,5
30.2745483,109.4833079,1
30.2750178,77.0483955,1
30.2851494,-97.7339352,4
30.2852194,57.0648394,12
30.2867004,-81.5035683,1
30.2931534,120.1620458,23
30.295896,120.1617104,22
30.2984361,120.0787911,13
30.2984556,120.3734993,6
30.3013044,120.3646974,9
30.3033132,120.3741385,6
30.3125348,31.317601,0
30.3152293,120.3681968,9
30.3236223,120.3582137,9
30.3255646,78.0436813,1
30.3349511,-81.6668957,2
30.335758,120.32671,9
30.3400391,77.9512254,6
30.3528367,-9.4714185,7
30.3545336,76.3657969,2
30.3646523,-81.7040914,2
30.402184,55.9941776,2
30.4062005,-91.1854129,2
30.4171269,30.5387611,1
30.4201658,-84.318446,3
30.4278491,-84.3199268,3
30.4380832,-84.2809332,3
30.442216,-84.297453,3
30.4516434,47.7693033,5
30.4520257,114.9228365,2
30.4624974,31.184063,1
30.4640915,114.5429111,2
30.4739905,114.348398,16
30.4748457,48.2428548,0
30.4868868,114.3078559,15
30.4895543,114.3018696,15
30.4952371,47.8090981,12
30.502479,114.1609552,1
30.502636,114.4236474,12
30.5085915,-97.6788056,1
30.5092864,114.351996,24
30.5157119,76.6591946,0
30.5202172,114.4118463,10
30.521595,120.7195312,5
30.5253223,114.3938141,17
30.5373773,114.361535,16
30.5408093,114.3436805,22
30.5519827,104.0656563,2
30.5601863,103.9973029,4
30.5640058,114.3599758,15
30.5662162,103.9676167,4
30.578891,114.2921197,13
30.5886075,31.4819297,1
30.608988,114.3514267,8
30.610802,31.1097195,1
30.611252,104.0296956,20
30.6118915,104.1139202,19
30.6183939,-96.3455991,11
30.6221359,32.2750549,5
30.6335392,104.0815556,34
30.6457733,76.399458,2
30.649049,104.1785132,4
30.6550848,114.2168139,2
30.659867,104.063315,45
30.6671088,117.4859885,0
30.6706851,104.0365862,37
30.6743643,-96.3699632,0
30.6772501,104.1443603,8
30.6786075,104.0969227,20
30.6908804,76.7114879,2
30.6941332,111.2803512,7
30.6968576,104.0473356,30
30.6972412,-88.1892334,2
30.7072135,103.9626384,6
30.7094122,103.8596615,5
30.7314212,103.9713983,12
30.7334421,76.7797143,3
30.7436651,76.7822557,3
30.7444222,103.9271246,10
30.7534211,103.9294024,15
30.7534277,108.4477473,2
30.7602415,76.7664916,2
30.7684081,103.9252828,15
30.7788682,103.9142408,12
30.7797352,103.9527277,14
30.7902409,103.8842376,4
30.7931357,103.8920701,5
30.8002088,30.9922276,2
30.8210233,104.1839081,8
30.839722,35.6442349,1
30.8601103,75.8621284,0
30.8769821,121.9002178,6
30.8905293,121.8807084,6
30.8942995,120.0851114,3
30.9250222,104.3329848,4
30.9659501,76.4729772,1
30.9815531,41.0164788,0
30.9818013,104.2725546,4
31.0214877,46.2491376,5
31.0277779,61.4948211,9
31.0523119,121.3847528,5
31.052796,121.4320217,5
31.1040393,77.1707923,0
31.1118967,77.1397797,0
31.1137701,33.6913557,1
31.1147666,121.3769429,3
31.1450814,121.4195085,7
31.1631658,121.4121201,14
31.1682516,121.4182096,18
31.1794305,121.5902345,5
31.1800568,118.2141777,0
31.1847222,35.7047218,0
31.1890975,121.5919307,5
31.190876,121.4511542,18
31.1909408,121.5984896,5
31.1913517,121.5951914,5
31.1991806,29.8951716,17
31.2008911,121.4283949,21
31.206218,121.4105479,20
31.2091825,121.4958893,11
31.2104662,29.9131341,19
31.213944,121.4653415,14
31.2147383,121.4425012,18
31.219954,121.4121831,18
31.2279679,121.4021319,9
31.2284923,121.4021139,9
31.2312707,121.4700152,10
31.2323437,121.4691024,10
31.2496551,34.7887076,9
31.2515439,121.4511111,7
31.2517643,120.5723969,2
31.2534122,75.7034029,7
31.2536034,121.4801657,9
31.2619151,121.6489036,2
31.2638905,-98.5456116,0
31.2654734,29.9982302,3
31.2656888,120.7299679,22
31.2746401,121.4673338,11
31.2757194,120.7354789,22
31.2847393,121.4969491,15
31.2879976,120.6253589,8
31.2922312,75.5678878,0
31.2950161,121.5506739,9
31.3011748,121.4974703,15
31.3015809,121.5041773,15
31.3017196,120.6695934,6
31.3018036,121.4925561,15
31.3029149,121.622514,2
31.3031086,48.652823,14
31.3071016,120.6357059,8
31.3075202,121.5230816,14
31.3108477,121.5237745,13
31.311123,120.6212881,9
31.3159206,121.3880243,3
31.3323762,75.576889,0
31.3416889,118.4071013,3
31.345115,107.650683,0
31.3497382,75.5579681,0
31.3640068,121.2310361,3
31.3909706,74.2416385,7
31.4004904,74.2140974,10
31.4157889,73.0688768,5
31.4220558,73.0923253,6
31.4279815,120.6470754,1
31.4392555,74.2319337,14
31.4472954,74.268077,13
31.4486118,-102.5163544,0
31.4491267,31.6573282,1
31.453205,74.295777,13
31.4602714,104.7160723,5
31.4606344,31.4559443,5
31.4609671,31.4571883,5
31.4621298,104.714631,5
31.4746906,120.2710162,7
31.4760299,74.3427526,12
31.4851219,120.2673352,7
31.4886984,74.2926335,13
31.5115793,120.368589,1
31.54718,-97.12066,51
31.5491899,-97.1474628,50
31.5647691,-110.2742994,0
31.5656822,74.3141829,29
31.5716047,130.5440871,13
31.5731518,74.3083536,27
31.5736967,130.5447261,13
31.5749265,74.2995958,26
31.5776626,120.2952752,1
31.5799343,74.3546491,24
31.5841945,54.4445661,2
31.6138607,-2.2181225,4
31.6321881,-8.0108135,13
31.6356659,74.8787496,1
31.6379243,121.1840448,0
31.6866105,118.5048377,3
31.6873424,34.6364148,0
31.6907979,-106.4253215,5
31.7063321,76.9385693,3
31.7096767,76.5273594,0
31.7309524,72.9834213,0
31.7322892,117.2741684,3
31.7373503,118.4813236,0
31.7456283,117.217931,3
31.775159,35.2203118,9
31.7757794,-106.5078652,3
31.77697,35.8013525,8
31.7788472,35.2257856,9
31.7891885,35.9287065,2
31.8040653,117.2146527,4
31.8122623,119.9691539,1
31.8202618,70.8977175,3
31.827527,70.9090919,3
31.830437,54.3490356,25
31.8311441,117.2699347,12
31.8403891,117.2501941,12
31.8413821,117.2574533,12
31.8429907,117.2454026,12
31.8467475,117.2905389,12
31.8471875,117.2501336,12
31.8512134,117.2576393,13
31.8582987,117.1687294,3
31.8648767,117.2507188,12
31.8665676,117.281428,12
31.8802381,117.2493898,9
31.8891787,118.815607,2
31.8925947,-102.3382465,1
31.8973007,34.7005066,0
31.8993438,76.2200714,1
31.9078499,34.8133409,3
31.9131001,34.7901482,3
31.9295577,34.7990609,3
31.9444998,5.3217813,7
31.9515694,35.9239625,1
31.9827896,120.8904588,4
31.985805,118.703046,0
31.9964427,112.0420224,1
32.0010227,44.3299926,10
32.0193121,34.7804076,1
32.0316036,44.372516,11
32.031826,118.8521427,5
32.0344426,112.1395728,3
32.037419,118.8153537,14
32.0393817,35.9002773,6
32.0411709,120.7858571,0
32.0438284,118.7788631,26
32.0471842,34.8452013,1
32.0565957,118.7740883,26
32.0576478,118.7882819,29
32.0579611,20.0504373,12
32.0583768,36.1556707,1
32.0608056,118.7856056,27
32.0693292,34.8433434,1
32.0728373,72.6841928,3
32.0750555,118.7740619,24
32.0798021,34.7957187,8
32.0799892,23.9298054,7
32.0852997,34.7818064,7
32.0886888,34.8671956,1
32.103077,36.1858587,1
32.1072982,118.9046537,10
32.1091657,34.8111176,6
32.1123577,34.8050129,6
32.1152716,118.9259566,9
32.1160213,118.9102083,11
32.1167059,34.8057435,3
32.1238836,118.7083128,2
32.1629564,34.9308712,3
32.1773471,34.907459,2
32.1893957,119.4199854,3
32.2028216,119.5095502,3
32.2228765,-110.974847,43
32.2280665,35.2370416,3
32.2729032,-106.7434927,2
32.2939401,50.8398898,1
32.3180797,-90.8740164,6
32.332875,74.3598918,0
32.3357435,-6.3700151,1
32.3441707,119.3946419,9
32.344177,119.3946863,9
32.3528055,-90.8777342,1
32.3780257,48.4032064,9
32.4123349,44.1970249,1
32.4301095,-85.7067335,1
32.4490141,-81.7832912,1
32.460888,44.416703,9
32.493069,44.4357574,8
32.4934,35.9898545,1
32.5049195,45.834657,2
32.5372076,35.8554897,3
32.5550163,117.0164058,1
32.6045176,44.0894333,28
32.6220743,51.6610219,34
32.6297396,-115.4455558,39
32.6299692,-85.5122373,4
32.6329929,51.351868,3
32.6374485,74.1617456,1
32.6413009,-111.4015504,0
32.6450475,130.6341345,0
32.6532562,110.7332042,2
32.667721,51.3927934,1
32.6707877,51.6650002,10
32.7080148,-97.3611939,5
32.7174202,-117.162772,2
32.7186844,51.5341465,5
32.7355816,-97.1071186,2
32.753177,-97.3327459,7
32.7565573,-97.0693224,1
32.7761529,-117.0733037,3
32.7762719,-96.7968559,6
32.7768128,35.0225446,3
32.783176,-97.4473163,0
32.7861999,129.865345,19
32.7884363,-79.9399309,3
32.7896571,34.958716,1
32.7902452,-79.9576415,3
32.8022368,74.8913825,2
32.812043,-96.8417201,3
32.8164178,130.7270397,28
32.8181902,130.7424909,29
32.8289341,-83.6506702,3
32.8295183,-96.9442177,1
32.8332159,34.9857263,1
32.833696,130.6990269,26
32.8401623,-117.2740777,2
32.8418011,-96.7815281,2
32.8500628,13.2228707,30
32.8546197,-79.9748103,1
32.8573973,59.2289938,17
32.877243,-117.219901,13
32.8781475,117.5545447,0
32.8792438,-117.2311247,13
32.8888411,117.3353594,1
32.8942188,-117.2376215,13
32.896672,13.1777923,12
32.9176422,117.3825673,8
32.9581512,-117.1579863,0
32.9686883,-96.7183113,1
32.9785262,-96.7553288,1
33.0000001,119.9999999,0
33.0010496,112.5292693,0
33.0115818,114.0164565,0
33.0136764,-96.6925096,0
33.047013,130.464155,2
33.1154683,129.7874339,1
33.1545696,46.7576343,0
33.1580933,-117.3505966,0
33.1755055,131.6138519,7
33.1944091,35.5681667,0
33.2098922,-97.1514763,5
33.2109652,-87.5172922,3
33.2266726,-8.4877194,6
33.2588817,-86.8295337,0
33.2600247,130.2993968,5
33.2600689,44.4111206,8
33.2647342,-0.3110393,0
33.2716599,44.3610889,12
33.2726951,44.3795485,11
33.2742085,44.3569194,14
33.2751981,44.3755327,15
33.2791984,44.3786165,15
33.2841593,44.3093241,8
33.2958172,-111.6851119,4
33.3061701,44.3872213,20
33.3062031,-111.841185,1
33.3120645,44.4472312,6
33.3201787,44.3687872,25
33.3258475,-111.8635192,1
33.3286521,44.3859531,27
33.3321171,44.4522741,5
33.3357794,-111.8988351,0
33.3473701,44.38162,25
33.3492694,-111.8347745,1
33.349559,120.1577019,1
33.3611531,6.8606693,3
33.3835424,-111.8093886,2
33.3842942,-111.7263525,2
33.3946356,74.3458426,1
33.4108899,44.3590087,14
33.4213174,-111.9331631,12
33.4255117,-111.940016,12
33.4386876,-88.7943232,7
33.4393734,131.3539644,0
33.4484367,-112.074141,13
33.4838319,48.4066537,13
33.4870424,-102.6163092,0
33.4942189,-111.926018,1
33.5016153,-86.8060476,3
33.5108145,36.2837381,31
33.513431,126.5534683,3
33.5187985,73.1746921,3
33.5224991,71.4451033,1
33.532005,131.3496745,0
33.5345821,43.0260102,0
33.5419806,-7.6596215,21
33.5451265,73.1857788,3
33.5484434,130.3645137,5
33.5572577,-7.6306095,25
33.5629792,-101.887479,3
33.5707889,-7.7009285,7
33.5725985,130.3916912,11
33.5858334,48.2395222,0
33.5945144,-7.6200284,9
33.5984081,130.2266234,2
33.6208089,133.719376,0
33.625017,-101.8757354,3
33.6251241,130.6180016,0
33.6306299,114.6423617,0
33.6382298,-117.8500224,5
33.6428088,130.4227695,3
33.6438698,-117.84119,5
33.6448188,72.9917783,14
33.6578789,-111.9547698,1
33.6613261,-117.7974275,5
33.6636125,73.0266361,23
33.6641293,73.0453663,19
33.6707768,130.4444986,3
33.6746378,-117.779133,1
33.676091,-117.6512966,0
33.6819731,44.5980353,2
33.6842062,73.0555742,21
33.684319,1.0182453,0
33.6856969,-117.825981,6
33.6883572,-117.8063848,3
33.6938118,73.0651511,24
33.6963746,130.4406732,3
33.7050516,35.570459,2
33.713944,73.025864,13
33.7257439,72.8202488,6
33.7324996,48.8841277,0
33.7406563,-118.0276522,0
33.7419956,113.3002154,3
33.7485071,-117.8463593,1
33.7544657,-84.3898151,13
33.755038,44.638508,12
33.7650089,72.8213848,6
33.7760948,-84.3988077,12
33.7852169,-84.3953068,13
33.7936353,-84.3221796,7
33.796661,2.8466973,7
33.8055642,130.5406875,1
33.8201038,-118.1610683,1
33.8349983,35.5363297,10
33.8371392,-118.3413606,0
33.846132,-118.3184715,0
33.8490794,115.7730968,0
33.8509164,-118.3507849,0
33.857094,-5.5719172,11
33.8729566,35.4970892,23
33.8829996,130.8749015,7
33.8872777,-118.4104324,0
33.8878082,10.10044,12
33.8892265,35.5025585,24
33.8898375,75.0440791,1
33.8898728,130.708562,34
33.892554,130.8401044,6
33.8928356,35.4774984,21
33.8965302,35.5030333,23
33.9000264,35.4823838,20
33.9168167,-118.3973792,0
33.9169007,-118.3903892,0
33.917028,-118.4156337,0
33.9204332,-6.3676093,0
33.9220102,134.6596974,0
33.9228137,-118.3802283,0
33.936588,-116.9222966,0
33.9380754,-84.5197565,4
33.9404278,-83.3730682,6
33.9518498,131.2472243,4
33.9558528,35.6151627,4
33.9566112,131.1873056,1
33.9642576,-117.3398097,1
33.9644701,118.2696994,1
33.9739649,71.4427071,11
33.9744608,72.9238385,0
33.9928841,-81.0268676,3
33.9944889,72.9331737,0
33.998944,-6.8531853,40
